item_id,recommend,posted year,sentiment_analysis,developer
224600.0,False,2014,0,"Trion Worlds, Inc."
224600.0,False,2014,0,"Trion Worlds, Inc."
224600.0,False,2014,2,"Trion Worlds, Inc."
224600.0,False,2014,2,"Trion Worlds, Inc."
224600.0,False,2014,2,"Trion Worlds, Inc."
224600.0,False,2014,2,"Trion Worlds, Inc."
224600.0,False,2014,2,"Trion Worlds, Inc."
224600.0,False,2014,2,"Trion Worlds, Inc."
224600.0,False,2014,2,"Trion Worlds, Inc."
224600.0,False,2014,2,"Trion Worlds, Inc."
207610.0,False,2015,0,Telltale Games
211420.0,False,2015,0,FromSoftware
211420.0,False,2015,0,FromSoftware
211420.0,False,2014,0,FromSoftware
211420.0,False,2014,0,FromSoftware
211420.0,False,2014,2,FromSoftware
211420.0,False,2014,2,FromSoftware
211420.0,False,2014,2,FromSoftware
211420.0,False,2014,2,FromSoftware
211420.0,False,2014,0,FromSoftware
211420.0,False,2014,0,FromSoftware
211420.0,False,2014,0,FromSoftware
211420.0,False,2014,0,FromSoftware
211420.0,False,2015,0,FromSoftware
211420.0,False,2015,0,FromSoftware
211420.0,False,2015,0,FromSoftware
211420.0,False,2015,0,FromSoftware
211420.0,False,2014,0,FromSoftware
211420.0,False,2014,0,FromSoftware
211420.0,False,2014,2,FromSoftware
211420.0,False,2014,2,FromSoftware
211420.0,False,2014,0,FromSoftware
211420.0,False,2014,0,FromSoftware
211420.0,False,2014,2,FromSoftware
211420.0,False,2014,2,FromSoftware
211420.0,False,2014,0,FromSoftware
211420.0,False,2014,0,FromSoftware
211420.0,False,2014,2,FromSoftware
211420.0,False,2014,2,FromSoftware
211420.0,False,2014,2,FromSoftware
211420.0,False,2014,2,FromSoftware
211820.0,False,2014,0,Chucklefish
211820.0,False,2014,0,Chucklefish
211820.0,False,2014,0,Chucklefish
211820.0,False,2014,0,Chucklefish
211820.0,False,2014,0,Chucklefish
211820.0,False,2014,2,Chucklefish
211820.0,False,2014,2,Chucklefish
211820.0,False,2014,2,Chucklefish
211820.0,False,2014,2,Chucklefish
211820.0,False,2014,2,Chucklefish
211820.0,False,2014,0,Chucklefish
211820.0,False,2014,0,Chucklefish
211820.0,False,2014,0,Chucklefish
211820.0,False,2014,0,Chucklefish
211820.0,False,2014,0,Chucklefish
211820.0,False,2013,2,Chucklefish
211820.0,False,2013,2,Chucklefish
211820.0,False,2013,2,Chucklefish
211820.0,False,2013,2,Chucklefish
211820.0,False,2013,2,Chucklefish
211820.0,False,2015,2,Chucklefish
211820.0,False,2015,2,Chucklefish
211820.0,False,2015,2,Chucklefish
211820.0,False,2015,2,Chucklefish
211820.0,False,2015,2,Chucklefish
211820.0,False,2014,2,Chucklefish
211820.0,False,2014,2,Chucklefish
211820.0,False,2014,2,Chucklefish
211820.0,False,2014,2,Chucklefish
211820.0,False,2014,2,Chucklefish
211820.0,False,2015,0,Chucklefish
211820.0,False,2015,0,Chucklefish
211820.0,False,2015,0,Chucklefish
211820.0,False,2015,0,Chucklefish
211820.0,False,2015,0,Chucklefish
211820.0,False,2015,2,Chucklefish
211820.0,False,2015,2,Chucklefish
211820.0,False,2015,2,Chucklefish
211820.0,False,2015,2,Chucklefish
211820.0,False,2015,2,Chucklefish
211820.0,False,2014,2,Chucklefish
211820.0,False,2014,2,Chucklefish
211820.0,False,2014,2,Chucklefish
211820.0,False,2014,2,Chucklefish
211820.0,False,2014,2,Chucklefish
211820.0,False,2013,2,Chucklefish
211820.0,False,2013,2,Chucklefish
211820.0,False,2013,2,Chucklefish
211820.0,False,2013,2,Chucklefish
211820.0,False,2013,2,Chucklefish
211820.0,False,2014,2,Chucklefish
211820.0,False,2014,2,Chucklefish
211820.0,False,2014,2,Chucklefish
211820.0,False,2014,2,Chucklefish
211820.0,False,2014,2,Chucklefish
211820.0,False,2014,2,Chucklefish
211820.0,False,2014,2,Chucklefish
211820.0,False,2014,2,Chucklefish
211820.0,False,2014,2,Chucklefish
211820.0,False,2014,2,Chucklefish
211820.0,False,2014,2,Chucklefish
211820.0,False,2014,2,Chucklefish
211820.0,False,2014,2,Chucklefish
211820.0,False,2014,2,Chucklefish
211820.0,False,2014,2,Chucklefish
211820.0,False,2014,2,Chucklefish
211820.0,False,2014,2,Chucklefish
211820.0,False,2014,2,Chucklefish
211820.0,False,2014,2,Chucklefish
211820.0,False,2014,2,Chucklefish
211820.0,False,2013,2,Chucklefish
211820.0,False,2013,2,Chucklefish
211820.0,False,2013,2,Chucklefish
211820.0,False,2013,2,Chucklefish
211820.0,False,2013,2,Chucklefish
211820.0,False,2015,2,Chucklefish
211820.0,False,2015,2,Chucklefish
211820.0,False,2015,2,Chucklefish
211820.0,False,2015,2,Chucklefish
211820.0,False,2015,2,Chucklefish
730.0,False,2015,0,Valve
730.0,False,2015,2,Valve
730.0,False,2015,0,Valve
730.0,False,2015,0,Valve
730.0,False,2015,0,Valve
730.0,False,2015,2,Valve
730.0,False,2015,0,Valve
730.0,False,2015,2,Valve
730.0,False,2015,2,Valve
730.0,False,2015,0,Valve
730.0,False,2014,0,Valve
730.0,False,2015,2,Valve
730.0,False,2015,2,Valve
730.0,False,2015,0,Valve
730.0,False,2014,2,Valve
730.0,False,2015,2,Valve
730.0,False,2014,2,Valve
730.0,False,2015,0,Valve
730.0,False,2014,0,Valve
730.0,False,2013,0,Valve
730.0,False,2015,0,Valve
730.0,False,2014,0,Valve
730.0,False,2014,2,Valve
730.0,False,2015,2,Valve
730.0,False,2015,0,Valve
730.0,False,2015,0,Valve
730.0,False,2015,0,Valve
730.0,False,2015,0,Valve
730.0,False,2015,0,Valve
730.0,False,2014,2,Valve
730.0,False,2013,2,Valve
730.0,False,2014,0,Valve
730.0,False,2014,2,Valve
730.0,False,2015,0,Valve
730.0,False,2013,0,Valve
730.0,False,2015,2,Valve
730.0,False,2015,0,Valve
730.0,False,2015,2,Valve
730.0,False,2015,2,Valve
730.0,False,2014,0,Valve
730.0,False,2014,0,Valve
730.0,False,2015,0,Valve
730.0,False,2015,2,Valve
730.0,False,2015,2,Valve
730.0,False,2015,2,Valve
730.0,False,2015,2,Valve
730.0,False,2014,0,Valve
730.0,False,2014,2,Valve
730.0,False,2014,2,Valve
730.0,False,2015,2,Valve
730.0,False,2015,2,Valve
730.0,False,2015,0,Valve
730.0,False,2015,2,Valve
730.0,False,2014,2,Valve
730.0,False,2015,2,Valve
730.0,False,2015,0,Valve
730.0,False,2015,0,Valve
730.0,False,2015,0,Valve
730.0,False,2015,2,Valve
730.0,False,2015,2,Valve
730.0,False,2015,0,Valve
730.0,False,2015,2,Valve
730.0,False,2015,2,Valve
730.0,False,2015,0,Valve
730.0,False,2015,2,Valve
730.0,False,2014,2,Valve
730.0,False,2015,2,Valve
730.0,False,2015,0,Valve
730.0,False,2015,2,Valve
730.0,False,2015,2,Valve
730.0,False,2014,0,Valve
730.0,False,2015,2,Valve
730.0,False,2015,0,Valve
730.0,False,2015,2,Valve
730.0,False,2015,2,Valve
730.0,False,2014,0,Valve
730.0,False,2015,2,Valve
730.0,False,2015,2,Valve
730.0,False,2015,2,Valve
730.0,False,2014,2,Valve
730.0,False,2015,2,Valve
730.0,False,2015,2,Valve
730.0,False,2014,0,Valve
730.0,False,2015,0,Valve
730.0,False,2014,0,Valve
730.0,False,2015,2,Valve
730.0,False,2015,0,Valve
730.0,False,2015,0,Valve
730.0,False,2015,0,Valve
730.0,False,2015,0,Valve
730.0,False,2015,2,Valve
730.0,False,2014,0,Valve
730.0,False,2015,2,Valve
730.0,False,2015,2,Valve
730.0,False,2014,0,Valve
730.0,False,2015,0,Valve
730.0,False,2015,0,Valve
730.0,False,2014,0,Valve
730.0,False,2015,0,Valve
730.0,False,2015,2,Valve
730.0,False,2015,0,Valve
730.0,False,2015,0,Valve
730.0,False,2015,2,Valve
730.0,False,2014,2,Valve
730.0,False,2015,2,Valve
730.0,False,2015,0,Valve
730.0,False,2015,0,Valve
730.0,False,2015,2,Valve
730.0,False,2015,2,Valve
730.0,False,2015,2,Valve
730.0,False,2015,2,Valve
730.0,False,2015,2,Valve
730.0,False,2015,2,Valve
730.0,False,2014,0,Valve
730.0,False,2015,2,Valve
730.0,False,2014,0,Valve
730.0,False,2014,0,Valve
730.0,False,2015,2,Valve
730.0,False,2014,2,Valve
730.0,False,2014,0,Valve
730.0,False,2015,2,Valve
730.0,False,2014,2,Valve
730.0,False,2015,2,Valve
730.0,False,2013,2,Valve
730.0,False,2014,0,Valve
730.0,False,2015,0,Valve
730.0,False,2015,2,Valve
730.0,False,2014,0,Valve
730.0,False,2014,2,Valve
730.0,False,2015,2,Valve
730.0,False,2015,0,Valve
730.0,False,2015,2,Valve
730.0,False,2015,2,Valve
730.0,False,2014,0,Valve
730.0,False,2014,0,Valve
730.0,False,2015,0,Valve
730.0,False,2015,2,Valve
730.0,False,2014,0,Valve
730.0,False,2014,0,Valve
730.0,False,2015,0,Valve
730.0,False,2015,2,Valve
730.0,False,2015,0,Valve
730.0,False,2015,2,Valve
730.0,False,2015,0,Valve
730.0,False,2014,2,Valve
730.0,False,2015,2,Valve
730.0,False,2014,0,Valve
730.0,False,2014,0,Valve
730.0,False,2015,2,Valve
730.0,False,2015,0,Valve
730.0,False,2015,0,Valve
730.0,False,2015,2,Valve
730.0,False,2015,0,Valve
730.0,False,2015,0,Valve
730.0,False,2014,2,Valve
730.0,False,2015,2,Valve
730.0,False,2015,0,Valve
730.0,False,2015,2,Valve
730.0,False,2014,2,Valve
730.0,False,2015,2,Valve
730.0,False,2014,2,Valve
730.0,False,2014,0,Valve
730.0,False,2015,2,Valve
730.0,False,2015,2,Valve
730.0,False,2014,2,Valve
730.0,False,2015,2,Valve
730.0,False,2014,0,Valve
730.0,False,2015,2,Valve
730.0,False,2015,0,Valve
730.0,False,2015,2,Valve
730.0,False,2014,0,Valve
730.0,False,2015,0,Valve
730.0,False,2015,2,Valve
730.0,False,2013,2,Valve
730.0,False,2014,0,Valve
730.0,False,2014,2,Valve
730.0,False,2014,2,Valve
730.0,False,2015,2,Valve
730.0,False,2014,2,Valve
730.0,False,2015,0,Valve
730.0,False,2015,2,Valve
730.0,False,2015,2,Valve
730.0,False,2015,2,Valve
730.0,False,2014,2,Valve
730.0,False,2015,2,Valve
730.0,False,2014,2,Valve
730.0,False,2015,2,Valve
730.0,False,2015,2,Valve
204300.0,False,2015,0,Ronimo Games
204300.0,False,2015,0,Ronimo Games
204300.0,False,2015,0,Ronimo Games
204300.0,False,2015,0,Ronimo Games
204300.0,False,2013,2,Ronimo Games
204300.0,False,2013,2,Ronimo Games
204300.0,False,2013,2,Ronimo Games
204300.0,False,2013,2,Ronimo Games
204300.0,False,2014,0,Ronimo Games
204300.0,False,2014,0,Ronimo Games
204300.0,False,2014,0,Ronimo Games
204300.0,False,2014,0,Ronimo Games
204300.0,False,2014,0,Ronimo Games
204300.0,False,2014,0,Ronimo Games
204300.0,False,2014,0,Ronimo Games
204300.0,False,2014,0,Ronimo Games
204300.0,False,2014,0,Ronimo Games
204300.0,False,2014,0,Ronimo Games
204300.0,False,2014,0,Ronimo Games
204300.0,False,2014,0,Ronimo Games
204300.0,False,2013,2,Ronimo Games
204300.0,False,2013,2,Ronimo Games
204300.0,False,2013,2,Ronimo Games
204300.0,False,2013,2,Ronimo Games
204300.0,False,2014,2,Ronimo Games
204300.0,False,2014,2,Ronimo Games
204300.0,False,2014,2,Ronimo Games
204300.0,False,2014,2,Ronimo Games
204300.0,False,2014,0,Ronimo Games
204300.0,False,2014,0,Ronimo Games
204300.0,False,2014,0,Ronimo Games
204300.0,False,2014,0,Ronimo Games
249130.0,False,2015,2,Traveller's Tales
249130.0,False,2015,2,Traveller's Tales
249130.0,False,2015,2,Traveller's Tales
249130.0,False,2015,2,Traveller's Tales
249130.0,False,2014,0,Traveller's Tales
249130.0,False,2014,0,Traveller's Tales
550.0,False,2014,0,Valve
550.0,False,2014,0,Valve
550.0,False,2014,0,Valve
550.0,False,2013,0,Valve
550.0,False,2015,2,Valve
550.0,False,2013,2,Valve
550.0,False,2015,2,Valve
550.0,False,2014,2,Valve
550.0,False,2014,2,Valve
550.0,False,2013,2,Valve
550.0,False,2014,2,Valve
550.0,False,2014,2,Valve
550.0,False,2014,0,Valve
550.0,False,2015,2,Valve
550.0,False,2014,0,Valve
220.0,False,2015,0,Valve
220.0,False,2014,0,Valve
220.0,False,2015,2,Valve
220.0,False,2014,2,Valve
220.0,False,2014,0,Valve
220.0,False,2014,0,Valve
220.0,False,2014,2,Valve
220.0,False,2014,2,Valve
440.0,False,2015,0,Valve
440.0,False,2015,0,Valve
440.0,False,2015,2,Valve
440.0,False,2015,2,Valve
440.0,False,2015,0,Valve
440.0,False,2015,0,Valve
440.0,False,2013,0,Valve
440.0,False,2013,0,Valve
440.0,False,2014,2,Valve
440.0,False,2014,2,Valve
440.0,False,2014,2,Valve
440.0,False,2014,2,Valve
440.0,False,2014,2,Valve
440.0,False,2014,2,Valve
440.0,False,2014,2,Valve
440.0,False,2014,2,Valve
440.0,False,2013,2,Valve
440.0,False,2013,2,Valve
440.0,False,2014,0,Valve
440.0,False,2014,0,Valve
440.0,False,2014,0,Valve
440.0,False,2014,0,Valve
440.0,False,2015,2,Valve
440.0,False,2015,2,Valve
440.0,False,2013,0,Valve
440.0,False,2013,0,Valve
440.0,False,2011,0,Valve
440.0,False,2011,0,Valve
440.0,False,2015,2,Valve
440.0,False,2015,2,Valve
440.0,False,2015,0,Valve
440.0,False,2015,0,Valve
440.0,False,2012,0,Valve
440.0,False,2012,0,Valve
440.0,False,2015,2,Valve
440.0,False,2015,2,Valve
440.0,False,2014,2,Valve
440.0,False,2014,2,Valve
440.0,False,2014,0,Valve
440.0,False,2014,0,Valve
440.0,False,2014,2,Valve
440.0,False,2014,2,Valve
440.0,False,2015,2,Valve
440.0,False,2015,2,Valve
440.0,False,2010,2,Valve
440.0,False,2010,2,Valve
440.0,False,2015,0,Valve
440.0,False,2015,0,Valve
440.0,False,2013,0,Valve
440.0,False,2013,0,Valve
440.0,False,2013,0,Valve
440.0,False,2013,0,Valve
440.0,False,2014,0,Valve
440.0,False,2014,0,Valve
440.0,False,2014,0,Valve
440.0,False,2014,0,Valve
440.0,False,2014,2,Valve
440.0,False,2014,2,Valve
440.0,False,2013,0,Valve
440.0,False,2013,0,Valve
440.0,False,2015,2,Valve
440.0,False,2015,2,Valve
440.0,False,2014,2,Valve
440.0,False,2014,2,Valve
440.0,False,2015,2,Valve
440.0,False,2015,2,Valve
440.0,False,2014,0,Valve
440.0,False,2014,0,Valve
440.0,False,2015,2,Valve
440.0,False,2015,2,Valve
440.0,False,2015,0,Valve
440.0,False,2015,0,Valve
440.0,False,2013,2,Valve
440.0,False,2013,2,Valve
440.0,False,2014,2,Valve
440.0,False,2014,2,Valve
440.0,False,2015,0,Valve
440.0,False,2015,0,Valve
440.0,False,2013,2,Valve
440.0,False,2013,2,Valve
440.0,False,2015,2,Valve
440.0,False,2015,2,Valve
440.0,False,2015,2,Valve
440.0,False,2015,2,Valve
440.0,False,2014,0,Valve
440.0,False,2014,0,Valve
440.0,False,2015,0,Valve
440.0,False,2015,0,Valve
440.0,False,2015,2,Valve
440.0,False,2015,2,Valve
440.0,False,2011,2,Valve
440.0,False,2011,2,Valve
440.0,False,2015,2,Valve
440.0,False,2015,2,Valve
440.0,False,2015,2,Valve
440.0,False,2015,2,Valve
440.0,False,2015,2,Valve
440.0,False,2015,2,Valve
440.0,False,2014,2,Valve
440.0,False,2014,2,Valve
440.0,False,2014,2,Valve
440.0,False,2014,2,Valve
440.0,False,2015,2,Valve
440.0,False,2015,2,Valve
440.0,False,2014,2,Valve
440.0,False,2014,2,Valve
440.0,False,2015,2,Valve
440.0,False,2015,2,Valve
440.0,False,2014,2,Valve
440.0,False,2014,2,Valve
440.0,False,2014,0,Valve
440.0,False,2014,0,Valve
440.0,False,2015,0,Valve
440.0,False,2015,0,Valve
440.0,False,2014,2,Valve
440.0,False,2014,2,Valve
440.0,False,2014,0,Valve
440.0,False,2014,0,Valve
440.0,False,2014,2,Valve
440.0,False,2014,2,Valve
440.0,False,2015,2,Valve
440.0,False,2015,2,Valve
440.0,False,2015,2,Valve
440.0,False,2015,2,Valve
440.0,False,2014,0,Valve
440.0,False,2014,0,Valve
440.0,False,2013,0,Valve
440.0,False,2013,0,Valve
440.0,False,2014,2,Valve
440.0,False,2014,2,Valve
440.0,False,2015,2,Valve
440.0,False,2015,2,Valve
440.0,False,2015,2,Valve
440.0,False,2015,2,Valve
440.0,False,2013,0,Valve
440.0,False,2013,0,Valve
440.0,False,2013,2,Valve
440.0,False,2013,2,Valve
440.0,False,2014,2,Valve
440.0,False,2014,2,Valve
440.0,False,2015,2,Valve
440.0,False,2015,2,Valve
440.0,False,2015,2,Valve
440.0,False,2015,2,Valve
440.0,False,2014,0,Valve
440.0,False,2014,0,Valve
440.0,False,2015,0,Valve
440.0,False,2015,0,Valve
440.0,False,2013,0,Valve
440.0,False,2013,0,Valve
440.0,False,2015,2,Valve
440.0,False,2015,2,Valve
252950.0,False,2015,2,"Psyonix, Inc."
252950.0,False,2015,2,"Psyonix, Inc."
252950.0,False,2015,2,"Psyonix, Inc."
252950.0,False,2015,2,"Psyonix, Inc."
252950.0,False,2015,2,"Psyonix, Inc."
252950.0,False,2015,2,"Psyonix, Inc."
252950.0,False,2015,2,"Psyonix, Inc."
252950.0,False,2015,2,"Psyonix, Inc."
252950.0,False,2015,2,"Psyonix, Inc."
252950.0,False,2015,2,"Psyonix, Inc."
252950.0,False,2015,2,"Psyonix, Inc."
252950.0,False,2015,2,"Psyonix, Inc."
304930.0,False,2015,0,Smartly Dressed Games
304930.0,False,2015,0,Smartly Dressed Games
304930.0,False,2015,0,Smartly Dressed Games
304930.0,False,2015,0,Smartly Dressed Games
304930.0,False,2015,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2015,2,Smartly Dressed Games
304930.0,False,2015,2,Smartly Dressed Games
304930.0,False,2015,2,Smartly Dressed Games
304930.0,False,2015,2,Smartly Dressed Games
304930.0,False,2015,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2015,0,Smartly Dressed Games
304930.0,False,2015,0,Smartly Dressed Games
304930.0,False,2015,0,Smartly Dressed Games
304930.0,False,2015,0,Smartly Dressed Games
304930.0,False,2015,0,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2015,0,Smartly Dressed Games
304930.0,False,2015,0,Smartly Dressed Games
304930.0,False,2015,0,Smartly Dressed Games
304930.0,False,2015,0,Smartly Dressed Games
304930.0,False,2015,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2015,2,Smartly Dressed Games
304930.0,False,2015,2,Smartly Dressed Games
304930.0,False,2015,2,Smartly Dressed Games
304930.0,False,2015,2,Smartly Dressed Games
304930.0,False,2015,2,Smartly Dressed Games
304930.0,False,2015,0,Smartly Dressed Games
304930.0,False,2015,0,Smartly Dressed Games
304930.0,False,2015,0,Smartly Dressed Games
304930.0,False,2015,0,Smartly Dressed Games
304930.0,False,2015,0,Smartly Dressed Games
304930.0,False,2015,0,Smartly Dressed Games
304930.0,False,2015,0,Smartly Dressed Games
304930.0,False,2015,0,Smartly Dressed Games
304930.0,False,2015,0,Smartly Dressed Games
304930.0,False,2015,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2015,2,Smartly Dressed Games
304930.0,False,2015,2,Smartly Dressed Games
304930.0,False,2015,2,Smartly Dressed Games
304930.0,False,2015,2,Smartly Dressed Games
304930.0,False,2015,2,Smartly Dressed Games
304930.0,False,2015,2,Smartly Dressed Games
304930.0,False,2015,2,Smartly Dressed Games
304930.0,False,2015,2,Smartly Dressed Games
304930.0,False,2015,2,Smartly Dressed Games
304930.0,False,2015,2,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2015,2,Smartly Dressed Games
304930.0,False,2015,2,Smartly Dressed Games
304930.0,False,2015,2,Smartly Dressed Games
304930.0,False,2015,2,Smartly Dressed Games
304930.0,False,2015,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2015,2,Smartly Dressed Games
304930.0,False,2015,2,Smartly Dressed Games
304930.0,False,2015,2,Smartly Dressed Games
304930.0,False,2015,2,Smartly Dressed Games
304930.0,False,2015,2,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2014,0,Smartly Dressed Games
304930.0,False,2015,0,Smartly Dressed Games
304930.0,False,2015,0,Smartly Dressed Games
304930.0,False,2015,0,Smartly Dressed Games
304930.0,False,2015,0,Smartly Dressed Games
304930.0,False,2015,0,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
304930.0,False,2014,2,Smartly Dressed Games
